"FID"	"OBJECTID"	"AmbulanceR"	"BikeAge_Gr"	"Bike_Age"	"Bike_Alc_D"	"Bike_Dir"	"Bike_Injur"	"Bike_Pos"	"Bike_Race"	"Bike_Sex"	"City"	"County"	"CrashAlcoh"	"CrashDay"	"Crash_Date"	"Crash_Grp"	"Crash_Hour"	"Crash_Loc"	"Crash_Mont"	"Crash_Time"	"Crash_Type"	"Crash_Ty_1"	"Crash_Year"	"Crsh_Sevri"	"Developmen"	"DrvrAge_Gr"	"Drvr_Age"	"Drvr_Alc_D"	"Drvr_EstSp"	"Drvr_Injur"	"Drvr_Race"	"Drvr_Sex"	"Drvr_VehTy"	"ExcsSpdInd"	"Hit_Run"	"Latitude"	"Light_Cond"	"Locality"	"Longitude"	"Num_Lanes"	"Num_Units"	"Rd_Charact"	"Rd_Class"	"Rd_Conditi"	"Rd_Config"	"Rd_Defects"	"Rd_Feature"	"Rd_Surface"	"Region"	"Rural_Urba"	"Speed_Limi"	"Traff_Cntr"	"Weather"	"Workzone_I"	"Location"
"31"	30	31	"No"	"50-59"	"50"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Thursday"	"01/11/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Signalized Intersection"	11	"Intersection"	"January"	"11:00"	"Bicyclist Ride Out - Signalized  Intersection"	111153	2007	"C: Possible Injury"	"Commercial"	NA	NA	NA	"26-30 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	35.245506	"Daylight"	"Urban (>70% Developed)"	-80.8931	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.245506, -80.8931)"
"32"	31	32	"Yes"	NA	"12"	"No"	"Not Applicable"	"A: Disabling Injury"	"Driveway / Alley"	"Black"	"Male"	"Winston-Salem"	"Forsyth"	"No"	"Friday"	"01/12/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	19	"Non-Intersection"	"January"	"19:19"	"Bicyclist Ride Out - Commercial Driveway / Alley"	353312	2007	"A: Disabling Injury"	"Residential"	"25-29"	"28"	"No"	"21-25 mph"	"O: No Injury"	"Hispanic"	"Male"	NA	"No"	"Yes"	36.08168	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-80.22822	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(36.08168, -80.22822)"
"33"	32	33	"Yes"	"16-19"	"18"	"No"	"Not Applicable"	"B: Evident Injury"	"Driveway / Alley"	"Hispanic"	"Male"	"Wilmington"	"New Hanover"	"No"	"Saturday"	"01/13/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	10	"Non-Intersection"	"January"	"10:14"	"Bicyclist Ride Out - Commercial Driveway / Alley"	353312	2007	"B: Evident Injury"	"Commercial"	"20-24"	"23"	"No"	"11-15 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	34.209282	"Daylight"	"Urban (>70% Developed)"	-77.8869	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	"(34.209282, -77.8869)"
"34"	33	34	"No"	NA	"10"	"No"	"With Traffic"	"Injury"	"Travel Lane"	"Black"	"Male"	"Farmville"	"Pitt"	"No"	"Sunday"	"01/14/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	16	"Intersection"	"January"	"16:45"	"Bicyclist Ride Through - Sign-Controlled Intersection"	111144	2007	"O: No Injury"	"Residential"	"50-59"	"52"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.595676	"Daylight"	"Mixed (30% To 70% Developed)"	-77.59074	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Coastal"	"Rural"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.595676, -77.59074)"
"35"	34	35	"Yes"	NA	"14"	"No"	"Not Applicable"	"B: Evident Injury"	"Driveway / Alley"	"Black"	"Female"	"Fayetteville"	"Cumberland"	"No"	"Monday"	"01/15/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	16	"Non-Intersection"	"January"	"16:35"	"Bicyclist Ride Out - Residential Driveway"	353311	2007	"B: Evident Injury"	"Commercial"	"30-39"	"35"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.045383	"Daylight"	"Urban (>70% Developed)"	-78.95343	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.045383, -78.95343)"
"36"	35	36	"Yes"	"16-19"	"17"	"No"	NA	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Friday"	"01/12/2007 12:00:00 AM"	"Loss of Control / Turning Error"	19	"Intersection"	"January"	"19:56"	"Motorist Lost Control - Other /"	119139	2007	"B: Evident Injury"	"Residential"	"30-39"	"33"	"No"	"46-50 mph"	"O: No Injury"	"White"	"Female"	"Sport Utility"	"No"	"No"	35.076767	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-80.7728	"4 lanes"	3	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Cloudy"	"No"	"(35.076767, -80.7728)"
"37"	36	37	"Yes"	NA	"11"	"No"	"Not Applicable"	"B: Evident Injury"	"Non-Roadway"	"Black"	"Male"	"Durham"	"Durham"	"No"	"Friday"	"03/23/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Signalized Intersection"	18	"Intersection-Related"	"March"	"18:11"	"Bicyclist Ride Out - Signalized  Intersection"	263153	2007	"B: Evident Injury"	"Commercial"	"20-24"	"24"	"No"	"21-25 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	35.99294	"Daylight"	"Urban (>70% Developed)"	-78.870125	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.99294, -78.870125)"
"38"	37	38	"Yes"	"25-29"	"28"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Durham"	"Durham"	"No"	"Saturday"	"03/24/2007 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	20	"Intersection"	"March"	"20:41"	"Motorist Drive Out - Sign-Controlled Intersection"	111141	2007	"B: Evident Injury"	"Residential"	NA	NA	NA	"6-10 mph"	"Injury"	NA	NA	"Passenger Car"	"No"	"Yes"	35.991573	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-78.874756	"4 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.991573, -78.874756)"
"39"	38	39	"Yes"	"40-49"	"47"	"No"	"With Traffic"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Monday"	"01/15/2007 12:00:00 AM"	"Motorist Right Turn / Merge"	17	"Non-Intersection"	"January"	"17:25"	"Motorist Right Turn - Same Direction"	331213	2007	"B: Evident Injury"	"Commercial"	NA	NA	NA	NA	"Injury"	NA	NA	NA	"No"	"Yes"	35.235817	"Daylight"	"Urban (>70% Developed)"	-80.8049	NA	2	"Straight - Grade"	"Local Street"	"Dry"	NA	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	NA	"No Control Present"	"Clear"	"No"	"(35.235817, -80.8049)"
"40"	39	40	"Yes"	"40-49"	"49"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"None - Rural Crash"	"Pitt"	"No"	"Tuesday"	"01/02/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	18	"Non-Intersection"	"January"	"18:21"	"Motorist Overtaking - Undetected Bicyclist"	311231	2007	"C: Possible Injury"	"Farms, Woods, Pastures"	"40-49"	"46"	"No"	"36-40 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.615498	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	-77.5762	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Clear"	"No"	"(35.615498, -77.5762)"
"41"	40	41	"Yes"	"20-24"	"22"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Pitt"	"No"	"Friday"	"01/12/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	15	"Intersection"	"January"	"15:45"	"Bicyclist Ride Out - Sign-Controlled Intersection"	111142	2007	"B: Evident Injury"	"Farms, Woods, Pastures"	"30-39"	"33"	"No"	"46-50 mph"	"O: No Injury"	"Black"	"Female"	"Van"	"No"	"No"	35.62566	"Daylight"	"Rural (<30% Developed)"	-77.29887	"4 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Coarse Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"Stop Sign"	"Clear"	"No"	"(35.62566, -77.29887)"
"42"	41	42	"Yes"	"40-49"	"46"	"No"	"With Traffic"	"K: Killed"	"Bike Lane / Paved Shoulder"	"White"	"Male"	"None - Rural Crash"	"Cleveland"	"No"	"Friday"	"01/19/2007 12:00:00 AM"	"Parallel Paths - Other Circumstances"	12	"Non-Intersection"	"January"	"12:06"	"Parallel Paths - Other /"	321280	2007	"K: Killed"	"Farms, Woods, Pastures"	"30-39"	"35"	"No"	"56-60 mph"	"O: No Injury"	"White"	"Male"	"Tractor/Semi-Trailer"	"No"	"No"	35.246716	"Daylight"	"Rural (<30% Developed)"	-81.42572	"4 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Divided, Positive Median Barrier"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Rural"	"60 - 75 MPH"	"No Control Present"	"Clear"	"No"	"(35.246716, -81.42572)"
"43"	42	43	"Yes"	"20-24"	"21"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Female"	"Asheville"	"Buncombe"	"No"	"Monday"	"03/26/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	23	"Non-Intersection"	"March"	"23:04"	"Motorist Overtaking - Bicyclist Swerved"	311235	2007	"B: Evident Injury"	"Institutional"	"30-39"	"39"	"No"	"16-20 mph"	"O: No Injury"	"Black"	"Male"	"Sport Utility"	"No"	"No"	35.617664	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-82.56375	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Mountains"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.617664, -82.56375)"
"44"	43	44	"Yes"	"20-24"	"22"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Jacksonville"	"Onslow"	"No"	"Friday"	"01/19/2007 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	13	"Non-Intersection"	"January"	"13:26"	"Motorist Drive Out - Commercial Driveway / Alley"	312322	2007	"C: Possible Injury"	"Commercial"	"30-39"	"37"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	34.74369	"Daylight"	"Urban (>70% Developed)"	-77.38374	"6 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	"(34.74369, -77.38374)"
"45"	44	45	"No"	"30-39"	"32"	"No"	"With Traffic"	"O: No Injury"	"Travel Lane"	"Black"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Friday"	"01/19/2007 12:00:00 AM"	"Loss of Control / Turning Error"	11	"Intersection-Related"	"January"	"11:38"	"Bicyclist Turning Error - Right Turn"	211115	2007	"O: No Injury"	"Residential"	"40-49"	"44"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.211964	"Daylight"	"Urban (>70% Developed)"	-80.855385	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.211964, -80.855385)"
"46"	45	46	"Yes"	"30-39"	"36"	"No"	"With Traffic"	"B: Evident Injury"	"Other"	"Native American"	"Male"	"None - Rural Crash"	"Robeson"	"No"	"Sunday"	"01/21/2007 12:00:00 AM"	"Bicyclist Left Turn / Merge"	18	"Non-Intersection"	"January"	"18:16"	"Bicyclist Left Turn - Same Direction"	381221	2007	"B: Evident Injury"	"Residential"	"40-49"	"40"	"No"	"51-55 mph"	"O: No Injury"	"Native American"	"Male"	"Pickup"	"No"	"No"	34.70917	"Dark - Roadway Not Lighted"	"Rural (<30% Developed)"	-79.13827	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Wet"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"Double Yellow Line, No Passing Zone"	"Cloudy"	"No"	"(34.70917, -79.13827)"
"47"	46	47	"Yes"	"60-69"	"60"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Lexington"	"Davidson"	"No"	"Sunday"	"01/21/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Signalized Intersection"	15	"Intersection"	"January"	"15:46"	"Bicyclist Ride Through - Signalized Intersection"	111155	2007	"B: Evident Injury"	"Commercial"	"50-59"	"58"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.814167	"Daylight"	"Urban (>70% Developed)"	-80.264114	"7 lanes"	2	"Straight - Level"	"Local Street"	"Wet"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Cloudy"	"No"	"(35.814167, -80.264114)"
"48"	47	48	"Yes"	"30-39"	"36"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Durham"	"Durham"	"No"	"Friday"	"03/30/2007 12:00:00 AM"	"Bicyclist Left Turn / Merge"	15	"Intersection"	"March"	"15:24"	"Bicyclist Left Turn - Same Direction"	111221	2007	"C: Possible Injury"	"Residential"	"0-19"	"16"	"No"	"31-35 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	36.017002	"Daylight"	"Urban (>70% Developed)"	-78.91431	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(36.017002, -78.91431)"
"49"	48	49	"Yes"	"30-39"	"31"	"Yes"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Durham"	"Durham"	"Yes"	"Friday"	"03/30/2007 12:00:00 AM"	"Loss of Control / Turning Error"	23	"Intersection"	"March"	"23:36"	"Bicylist Lost Control - Alcohol / Drug Impairment"	111123	2007	"C: Possible Injury"	"Residential"	NA	NA	NA	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	36.010605	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-78.95482	"2 lanes"	2	"Straight - Hillcrest"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"5 - 15 MPH"	"Stop Sign"	"Clear"	"No"	"(36.010605, -78.95482)"
"50"	49	50	"No"	NA	"6"	"No"	"Facing Traffic"	"O: No Injury"	"Travel Lane"	"Black"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Monday"	"01/15/2007 12:00:00 AM"	"Loss of Control / Turning Error"	12	"Intersection"	"January"	"12:57"	"Bicyclist Turning Error - Left Turn"	112114	2007	"O: No Injury"	"Residential"	NA	NA	NA	"16-20 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	35.19999	"Daylight"	"Urban (>70% Developed)"	-80.75713	"2 lanes"	2	"Straight - Hillcrest"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.19999, -80.75713)"
"51"	50	51	"Yes"	"30-39"	"36"	"No"	"With Traffic"	"B: Evident Injury"	"Bike Lane / Paved Shoulder"	"White"	"Male"	"None - Rural Crash"	"New Hanover"	"No"	"Wednesday"	"01/24/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	11	"Non-Intersection"	"January"	"11:58"	"Motorist Overtaking - Other /"	321239	2007	"B: Evident Injury"	"Commercial"	NA	NA	"No"	"31-35 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	34.128498	"Dark - Roadway Not Lighted"	"Mixed (30% To 70% Developed)"	-77.89818	"4 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Clear"	"No"	"(34.128498, -77.89818)"
"52"	51	52	"No"	NA	NA	NA	"Facing Traffic"	"Injury"	"Travel Lane"	NA	NA	"Raleigh"	"Wake"	"No"	"Wednesday"	"01/24/2007 12:00:00 AM"	"Head-On"	18	"Non-Intersection"	"January"	"18:46"	"Head-On - Bicyclist"	312250	2007	"O: No Injury"	"Commercial"	"40-49"	"49"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.75079	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-78.6696	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.75079, -78.6696)"
"53"	52	53	"Yes"	"50-59"	"52"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Female"	"None - Rural Crash"	"Carteret"	"No"	"Wednesday"	"01/24/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	18	"Non-Intersection"	"January"	"18:13"	"Motorist Overtaking - Other /"	311239	2007	"B: Evident Injury"	"Commercial"	NA	NA	NA	NA	"Injury"	NA	NA	"Truck/Trailer"	"No"	"Yes"	34.75681	"Dark - Roadway Not Lighted"	"Mixed (30% To 70% Developed)"	-77.09396	"2 lanes"	2	"Straight - Level"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Clear"	"No"	"(34.75681, -77.09396)"
"54"	53	54	"Yes"	"50-59"	"52"	"No"	"With Traffic"	"A: Disabling Injury"	"Travel Lane"	"White"	"Male"	"Durham"	"Durham"	"No"	"Monday"	"04/02/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	20	"Non-Intersection"	"April"	"20:25"	"Motorist Overtaking - Undetected Bicyclist"	311231	2007	"A: Disabling Injury"	"Commercial"	"20-24"	"20"	"No"	"41-45 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.966644	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-78.96749	"4 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"On or Off Ramp"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	"(35.966644, -78.96749)"
"55"	54	55	"Yes"	"16-19"	"16"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Kinston"	"Lenoir"	"No"	"Saturday"	"01/27/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	0	"Intersection"	"January"	"0:22"	"Motorist Overtaking - Undetected Bicyclist"	111231	2007	"C: Possible Injury"	"Residential"	NA	NA	NA	"0-5 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	35.253994	"Dark - Roadway Not Lighted"	"Urban (>70% Developed)"	-77.574646	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.253994, -77.574646)"
"56"	55	56	"Yes"	"40-49"	"46"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Raleigh"	"Wake"	"No"	"Saturday"	"01/27/2007 12:00:00 AM"	"Motorist Left Turn / Merge"	13	"Intersection"	"January"	"13:45"	"Motorist Left Turn - Opposite Direction"	111212	2007	"C: Possible Injury"	"Commercial"	"50-59"	"53"	"No"	"11-15 mph"	"O: No Injury"	"Asian"	"Male"	"Passenger Car"	"No"	"No"	35.825985	"Daylight"	"Urban (>70% Developed)"	-78.70492	"5 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.825985, -78.70492)"
"57"	56	57	"Yes"	"16-19"	"18"	"No"	NA	"C: Possible Injury"	"Travel Lane"	"Black"	"Female"	"Durham"	"Durham"	"No"	"Monday"	"04/02/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	19	"Intersection"	"April"	"19:19"	"Bicyclist Ride Through - Sign-Controlled Intersection"	119144	2007	"C: Possible Injury"	"Residential"	"40-49"	"40"	"No"	"31-35 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	35.996304	"Daylight"	"Urban (>70% Developed)"	-78.88007	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.996304, -78.88007)"
"58"	57	58	"Yes"	"30-39"	"38"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Jones"	"No"	"Monday"	"01/29/2007 12:00:00 AM"	"Motorist Overtaking Bicyclist"	15	"Non-Intersection"	"January"	"15:45"	"Motorist Overtaking - Other /"	311239	2007	"C: Possible Injury"	"Farms, Woods, Pastures"	"30-39"	"38"	"No"	"51-55 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	34.94384	"Daylight"	"Rural (<30% Developed)"	-77.23979	"2 lanes"	2	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Clear"	"No"	"(34.94384, -77.23979)"
"59"	58	59	"Yes"	"20-24"	"23"	"No"	NA	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Washington"	"Beaufort"	"No"	"Monday"	"01/29/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	14	"Intersection"	"January"	"14:32"	"Bicyclist Ride Out - Sign-Controlled Intersection"	119142	2007	"C: Possible Injury"	"Residential"	"60-69"	"61"	"No"	"26-30 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.552254	"Daylight"	"Urban (>70% Developed)"	-77.04171	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.552254, -77.04171)"
"60"	59	60	"Yes"	"15-Nov"	"11"	"No"	NA	"A: Disabling Injury"	"Travel Lane"	"Black"	"Female"	"Eden"	"Rockingham"	"No"	"Thursday"	"04/05/2007 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	18	"Intersection"	"April"	"18:17"	"Bicyclist Ride Through - Sign-Controlled Intersection"	119144	2007	"A: Disabling Injury"	"Commercial"	"40-49"	"45"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	36.499874	"Daylight"	"Urban (>70% Developed)"	-79.76945	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(36.499874, -79.76945)"
"61"	60	61	"No"	"40-49"	"40"	"No"	"Facing Traffic"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Hispanic"	"Male"	"Fayetteville"	"Cumberland"	"No"	"Wednesday"	"01/31/2007 12:00:00 AM"	"Crossing Paths - Other Circumstances"	14	"Intersection"	"January"	"14:45"	"Crossing Paths - Intersection - Other /"	132180	2007	"B: Evident Injury"	"Commercial"	NA	NA	NA	"0-5 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	35.09925	"Daylight"	"Urban (>70% Developed)"	-78.877464	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.09925, -78.877464)"
